,ID,NPINUM,MCRNUM,MNAME,SYSNAME,SYSID,STCD,DTBEG,DTEND,FISYR,SERV,HSACODE,HSANAME,HRRNAME,HRRCODE,MLOCADDR,MLOCCITY,MLOCSTD,MLOCZIP,SYSADDR,SYSCITY,SYSST,SYSZIP,SYSAREA,SYSTELN,SYSTEM_PRIMARY_CONTACT,SYSTITLE,LAT,LONG,CNTYNAME,CBSANAME,CBSATYPE,CBSACODE,DIVNAME,DIVCODE,CSANAME,CSACODE,MCNTYCD,FCOUNTY,FSTCD,FCNTYCD,CNTRL,ControlCode,zipcode,address
1585,6390074,,100080,JFK Medical Center,HCA Healthcare,48.0,39,,,,10,10003.0,"Atlantis, FL","Fort Lauderdale, FL",118.0,5301 South Congress Avenue,Atlantis,,33462-1197,ONE PARK PLAZA,NASHVILLE,TN,37203-1548,615.0,3445248.0,Mr. R Milton Johnson,President and Chief Executive Officer,26.59924,-80.09020100000001,"Palm Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",Metro,33100,"West Palm Beach-Boca Raton-Delray Beach, FL",48424.0,"Miami-Fort Lauderdale-Port St. Lucie, FL",370.0,99,12099,12,99,33,for-profit,37203,"ONE PARK PLAZA , NASHVILLE , TN , 37203"
1586,6390076,,103038,HEALTHSOUTH Rehabilitation Hospital of Miami,HEALTHSOUTH Corporation,23.0,39,10116.0,123116.0,10117.0,46,10074.0,"Miami, FL","Miami, FL",127.0,20601 Old Cutler Road,Cutler Bay,,33189-2400,"3660 GRANDVIEW PARKWAY, SUITE 200",BIRMINGHAM,AL,35243-3332,205.0,9677116.0,Mr. Mark J Tarr,President and Chief Executive Officer,25.575214000000003,-80.341596,"Miami-Dade, FL","Miami-Fort Lauderdale-West Palm Beach, FL",Metro,33100,"Miami-Miami Beach-Kendall, FL",33124.0,"Miami-Fort Lauderdale-Port St. Lucie, FL",370.0,86,12086,12,86,33,for-profit,35243,"3660 GRANDVIEW PARKWAY, SUITE 200 , BIRMINGHAM , AL , 35243"
1587,6390079,1477599975.0,100052,Winter Haven Hospital,Trinity Health,906.0,39,10116.0,123116.0,10117.0,10,10131.0,"Winter Haven, FL","Orlando, FL",130.0,200 Avenue F NE,Winter Haven,,33881-4193,20555 VICTOR PARKWAY,LIVONIA,MI,48152-7031,734.0,3431000.0,Dr. Richard J. Gilfillan,Chief Executive Officer,28.027798999999998,-81.72659499999999,"Polk, FL","Lakeland-Winter Haven, FL",Metro,29460,,,,,105,12105,12,105,23,non-profit,48152,"20555 VICTOR PARKWAY , LIVONIA , MI , 48152"
1588,6390080,,104000,Florida State Hospital,,,39,,,,22,10119.0,"Tallahassee, FL","Tallahassee, FL",140.0,U S Highway 90 East,Chattahoochee,,32324-1000,,,,,,,,,30.671,-84.8147,"Gadsden, FL","Tallahassee, FL",Metro,45220,,,"Tallahassee-Bainbridge, FL-GA",533.0,39,12039,12,39,12,Government-NonFederal,nan,
1589,6390081,1326078288.0,100258,Delray Medical Center,TENET Healthcare Corporation,919.0,39,10116.0,123116.0,10117.0,10,10030.0,"Delray Beach, FL","Fort Lauderdale, FL",118.0,5352 Linton Boulevard,Delray Beach,,33484-6580,"1445 ROSS AVENUE, SUITE 1400",DALLAS,TX,75202-2703,469.0,8932200.0,Mr. Trevor Fetter,President and Chief Executive Officer,26.439109000000002,-80.12796800000001,"Palm Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",Metro,33100,"West Palm Beach-Boca Raton-Delray Beach, FL",48424.0,"Miami-Fort Lauderdale-Port St. Lucie, FL",370.0,99,12099,12,99,33,for-profit,75202,"1445 ROSS AVENUE, SUITE 1400 , DALLAS , TX , 75202"
1590,6390082,1821186313.0,100001,UF Health Jacksonville,UF Health Shands,111.0,39,70115.0,63016.0,70116.0,10,10050.0,"Jacksonville, FL","Jacksonville, FL",123.0,655 West Eighth Street,Jacksonville,,32209-6595,1600 SW ARCHER ROAD,GAINESVILLE,FL,32610-0326,352.0,7331500.0,Mr. Edward Jimenez,Chief Executive Officer,30.347007,-81.664552,"Duval, FL","Jacksonville, FL",Metro,27260,,,"Jacksonville-St. Marys-Palatka, FL-GA",300.0,31,12031,12,31,23,non-profit,32610,"1600 SW ARCHER ROAD , GAINESVILLE , FL , 32610"
1591,6390084,1558391771.0,100292,Sacred Heart Hospital on the Emerald Coast,Ascension Healthcare,198.0,39,70115.0,63016.0,70116.0,10,10031.0,"Destin, FL","Pensacola, FL",134.0,7800 Highway 98 West,Miramar Beach,,32550,"101 SOUTH HANLEY ROAD, SUITE 450",SAINT LOUIS,MO,63105-3406,314.0,7338000.0,Dr. Patricia A Maryland,President and Chief Executive Officer,30.376951000000002,-86.30676700000001,"Walton, FL","Crestview-Fort Walton Beach-Destin, FL",Metro,18880,,,,,131,12131,12,131,23,non-profit,63105,"101 SOUTH HANLEY ROAD, SUITE 450 , SAINT LOUIS , MO , 63105"
1592,6390085,1336163708.0,101308,Northwest Florida Community Hospital,Alliant Management Services,317.0,39,10116.0,123116.0,10117.0,10,10017.0,"Chipley, FL","Panama City, FL",133.0,1360 Brickyard Road,Chipley,,32428-6303,"2650 EASTPOINT PARKWAY, SUITE 300",LOUISVILLE,KY,40223-5164,502.0,9923525.0,Mr. Stephen E Fischer,"Regional Vice President, Finance",30.764701000000002,-85.542232,"Washington, FL",,Rural,0,,,,,133,12133,12,133,33,for-profit,40223,"2650 EASTPOINT PARKWAY, SUITE 300 , LOUISVILLE , KY , 40223"
1593,6390086,1962497198.0,100291,Wuesthoff Medical Center - Melbourne,"Steward Health Care System, LLC",141.0,39,10116.0,123116.0,10117.0,10,10073.0,"Melbourne, FL","Orlando, FL",130.0,250 North Wickham Road,Melbourne,,32935-8625,"500 BOYLSTON STREET, 5TH FLOOR",BOSTON,MA,02116-3740,617.0,4194700.0,Dr. Ralph de la Torre,Chairman and Chief Executive Officer,28.110425,-80.672762,"Brevard, FL","Palm Bay-Melbourne-Titusville, FL",Metro,37340,,,,,9,12009,12,9,33,for-profit,02116,"500 BOYLSTON STREET, 5TH FLOOR , BOSTON , MA , 02116"
1594,6390090,1376529743.0,100127,Morton Plant Hospital,Morton Plant Mease Health Care,1335.0,39,10116.0,123116.0,10117.0,10,10018.0,"Clearwater, FL","Clearwater, FL",116.0,300 Pinellas Street,Clearwater,,33756-3804,300 PINELLAS STREET,CLEARWATER,FL,33756-3804,727.0,4627000.0,Mr. Glenn D Waters,President,27.951981,-82.803605,"Pinellas, FL","Tampa-St. Petersburg-Clearwater, FL",Metro,45300,,,,,103,12103,12,103,23,non-profit,33756,"300 PINELLAS STREET , CLEARWATER , FL , 33756"
1595,6390093,1336221019.0,100051,South Lake Hospital,Orlando Health,3355.0,39,100115.0,93016.0,100116.0,10,10019.0,"Clermont, FL","Orlando, FL",130.0,1900 Don Wickham Drive,Clermont,,34711-1979,1414 KUHL AVENUE,ORLANDO,FL,32806-2093,321.0,8437000.0,Mr. David W Strong,President and Chief Executive Officer,28.551294,-81.723238,"Lake, FL","Orlando-Kissimmee-Sanford, FL",Metro,36740,,,"Orlando-Deltona-Daytona Beach, FL",422.0,69,12069,12,69,16,Government-NonFederal,32806,"1414 KUHL AVENUE , ORLANDO , FL , 32806"
1596,6390095,1215960315.0,101309,Hendry Regional Medical Center,QHR,2.0,39,100115.0,93016.0,100116.0,10,10020.0,"Clewiston, FL","Fort Myers, FL",119.0,524 West Sagamore Avenue,Clewiston,,33440-3514,"1573 MALLORY LANE,  SUITE 200",BRENTWOOD,TN,37027,800.0,2331470.0,Mr. Bob Vento,President and Chief Executive Officer,26.753109000000002,-80.940804,"Hendry, FL","Clewiston, FL",Micro,17500,,,,,51,12051,12,51,16,Government-NonFederal,37027,"1573 MALLORY LANE,  SUITE 200 , BRENTWOOD , TN , 37027"
1597,6390097,1184691610.0,100177,Health First Cape Canaveral Hospital,"Health First, Inc.",328.0,39,100115.0,93016.0,100116.0,10,10021.0,"Cocoa Beach, FL","Orlando, FL",130.0,701 West Cocoa Beach Causeway,Cocoa Beach,,32931-5595,6450 US HIGHWAY 1,ROCKLEDGE,FL,32955-5747,321.0,4347000.0,Dr. Steven P Johnson,President and Chief Executive Officer,28.357496,-80.633636,"Brevard, FL","Palm Bay-Melbourne-Titusville, FL",Metro,37340,,,,,9,12009,12,9,23,non-profit,32955,"6450 US HIGHWAY 1 , ROCKLEDGE , FL , 32955"
1598,6390098,,104017,Windmoor Healthcare of Clearwater,"Universal Health Services, Inc.",9555.0,39,,,,22,10018.0,"Clearwater, FL","Clearwater, FL",116.0,11300 U S 19 North,Clearwater,,33764,367 SOUTH GULPH ROAD,KING OF PRUSSIA,PA,19406-3121,610.0,7683300.0,Mr. Alan B Miller,Chairman and Chief Executive Officer,27.875103000000003,-82.709514,"Pinellas, FL","Tampa-St. Petersburg-Clearwater, FL",Metro,45300,,,,,103,12103,12,103,33,for-profit,19406,"367 SOUTH GULPH ROAD , KING OF PRUSSIA , PA , 19406"
1599,6390102,1740276518.0,100290,The Villages Regional Hospital,Central Florida Health,856.0,39,70115.0,63016.0,70116.0,10,10063.0,"Leesburg, FL","Orlando, FL",130.0,1451 El Camino Real,The Villages,,32159-0041,600 EAST DIXIE AVENUE,LEESBURG,FL,34748-5925,352.0,3235762.0,Mr. Donald G Henderson,Chief Executive Officer,28.949578000000002,-81.958201,"Lake, FL","Orlando-Kissimmee-Sanford, FL",Metro,36740,,,"Orlando-Deltona-Daytona Beach, FL",422.0,69,12069,12,69,23,non-profit,34748,"600 EAST DIXIE AVENUE , LEESBURG , FL , 34748"
1600,6390103,,100286,Physicians Regional - Pine Ridge,"Community Health Systems, Inc.",80.0,39,,,,10,10077.0,"Naples, FL","Fort Myers, FL",119.0,6101 Pine Ridge Road,Naples,,34119-3900,4000 MERIDIAN BOULEVARD,FRANKLIN,TN,37067-6325,615.0,4657000.0,Mr. Wayne T Smith,"Chairman, President and Chief Executive Officer",26.211899,-81.73085999999999,"Collier, FL","Naples-Immokalee-Marco Island, FL",Metro,34940,,,"Cape Coral-Fort Myers-Naples, FL",162.0,21,12021,12,21,33,for-profit,37067,"4000 MERIDIAN BOULEVARD , FRANKLIN , TN , 37067"
1601,6390105,1952351983.0,100296,Doctors Hospital,Baptist Health South Florida,122.0,39,100115.0,93016.0,100116.0,10,10022.0,"Coral Gables, FL","Miami, FL",127.0,5000 University Drive,Coral Gables,,33146-2094,"6855 RED ROAD, SUITE 600",CORAL GABLES,FL,33143-3632,786.0,6627111.0,Mr. Brian E Keeley,President and Chief Executive Officer,25.724701,-80.273315,"Miami-Dade, FL","Miami-Fort Lauderdale-West Palm Beach, FL",Metro,33100,"Miami-Miami Beach-Kendall, FL",33124.0,"Miami-Fort Lauderdale-Port St. Lucie, FL",370.0,86,12086,12,86,23,non-profit,33143,"6855 RED ROAD, SUITE 600 , CORAL GABLES , FL , 33143"
1602,6390106,1699740373.0,103042,HEALTHSOUTH Rehabilitation Hospital of Spring Hill,HEALTHSOUTH Corporation,23.0,39,10116.0,123116.0,10117.0,46,10112.0,"Spring Hill, FL","Hudson, FL",122.0,12440 Cortez Boulevard,Brooksville,,34613-2628,"3660 GRANDVIEW PARKWAY, SUITE 200",BIRMINGHAM,AL,35243-3332,205.0,9677116.0,Mr. Mark J Tarr,President and Chief Executive Officer,28.533344,-82.517387,"Hernando, FL","Tampa-St. Petersburg-Clearwater, FL",Metro,45300,,,,,53,12053,12,53,33,for-profit,35243,"3660 GRANDVIEW PARKWAY, SUITE 200 , BIRMINGHAM , AL , 35243"
1603,6390107,1467426304.0,103040,HEALTHSOUTH Emerald Coast Rehabilitation Hospital,HEALTHSOUTH Corporation,23.0,39,10116.0,123116.0,10117.0,46,10091.0,"Panama City, FL","Panama City, FL",133.0,1847 Florida Avenue,Panama City,,32405-4640,"3660 GRANDVIEW PARKWAY, SUITE 200",BIRMINGHAM,AL,35243-3332,205.0,9677116.0,Mr. Mark J Tarr,President and Chief Executive Officer,30.181781,-85.668397,"Bay, FL","Panama City, FL",Metro,37460,,,,,5,12005,12,5,33,for-profit,35243,"3660 GRANDVIEW PARKWAY, SUITE 200 , BIRMINGHAM , AL , 35243"
1604,6390109,,100299,Lakewood Ranch Medical Center,"Universal Health Services, Inc.",9555.0,39,,,,10,10012.0,"Bradenton, FL","Bradenton, FL",115.0,8330 Lakewood Ranch Boulevard,Bradenton,,34202-5174,367 SOUTH GULPH ROAD,KING OF PRUSSIA,PA,19406-3121,610.0,7683300.0,Mr. Alan B Miller,Chairman and Chief Executive Officer,27.390786,-82.433486,"Manatee, FL","North Port-Sarasota-Bradenton, FL",Metro,35840,,,"North Port-Sarasota, FL",412.0,81,12081,12,81,33,for-profit,19406,"367 SOUTH GULPH ROAD , KING OF PRUSSIA , PA , 19406"
1605,6390110,,,Miami Veterans Affairs Healthcare System,Department of Veterans Affairs,9295.0,39,,,,10,10074.0,"Miami, FL","Miami, FL",127.0,1201 NW 16th Street,Miami,,33125-1624,810 VERMONT AVENUE NW,WASHINGTON,DC,20420-0001,202.0,2735781.0,Dr. David J Shulkin,"Secretary, Veterans Affairs",25.790604000000002,-80.215324,"Miami-Dade, FL","Miami-Fort Lauderdale-West Palm Beach, FL",Metro,33100,"Miami-Miami Beach-Kendall, FL",33124.0,"Miami-Fort Lauderdale-Port St. Lucie, FL",370.0,86,12086,12,86,45,Government-Federal,20420,"810 VERMONT AVENUE NW , WASHINGTON , DC , 20420"
1606,6390111,1326021197.0,100285,Memorial Hospital Miramar,Memorial Healthcare System,83.0,39,50115.0,43016.0,50116.0,10,10092.0,"Pembroke Pines, FL","Miami, FL",127.0,1901 SW 172nd Avenue,Miramar,,33029-5592,3501 JOHNSON STREET,HOLLYWOOD,FL,33021-5421,954.0,9872000.0,Mr. Aurelio Fernandez,Chief Executive Officer,25.991227,-80.375853,"Broward, FL","Miami-Fort Lauderdale-West Palm Beach, FL",Metro,33100,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",22744.0,"Miami-Fort Lauderdale-Port St. Lucie, FL",370.0,11,12011,12,11,16,Government-NonFederal,33021,"3501 JOHNSON STREET , HOLLYWOOD , FL , 33021"
1607,6390112,,104040,Centerstone Hospital,,,39,70115.0,63016.0,70116.0,49,10012.0,"Bradenton, FL","Bradenton, FL",115.0,2020 26th Avenue East,Bradenton,,34208-7753,,,,,,,,,27.476763000000002,-82.538483,"Manatee, FL","North Port-Sarasota-Bradenton, FL",Metro,35840,,,"North Port-Sarasota, FL",412.0,81,12081,12,81,23,non-profit,nan,
1608,6390114,,103036,West Gables Rehabilitation Hospital,Select Medical Corporation,181.0,39,10116.0,123116.0,10117.0,46,10074.0,"Miami, FL","Miami, FL",127.0,2525 SW 75th Avenue,Miami,,33155-2800,4714 GETTYSBURG ROAD,MECHANICSBURG,PA,17055-4325,717.0,9721100.0,Mr. David S Chernow,President and Chief Executive Officer,25.746744,-80.31731500000001,"Miami-Dade, FL","Miami-Fort Lauderdale-West Palm Beach, FL",Metro,33100,"Miami-Miami Beach-Kendall, FL",33124.0,"Miami-Fort Lauderdale-Port St. Lucie, FL",370.0,86,12086,12,86,33,for-profit,17055,"4714 GETTYSBURG ROAD , MECHANICSBURG , PA , 17055"
1609,6390115,1104897859.0,100122,North Okaloosa Medical Center,"Community Health Systems, Inc.",80.0,39,10116.0,123116.0,10117.0,10,10024.0,"Crestview, FL","Pensacola, FL",134.0,151 Redstone Avenue SE,Crestview,,32539-6026,4000 MERIDIAN BOULEVARD,FRANKLIN,TN,37067-6325,615.0,4657000.0,Mr. Wayne T Smith,"Chairman, President and Chief Executive Officer",30.736805,-86.562394,"Okaloosa, FL","Crestview-Fort Walton Beach-Destin, FL",Metro,18880,,,,,91,12091,12,91,33,for-profit,37067,"4000 MERIDIAN BOULEVARD , FRANKLIN , TN , 37067"
1610,6390117,,102001,Select Specialty Hospital-Miami,Select Medical Corporation,181.0,39,,,,80,10074.0,"Miami, FL","Miami, FL",127.0,955 NW 3rd Street,Miami,,33128-1274,4714 GETTYSBURG ROAD,MECHANICSBURG,PA,17055-4325,717.0,9721100.0,Mr. David S Chernow,President and Chief Executive Officer,25.776694,-80.210476,"Miami-Dade, FL","Miami-Fort Lauderdale-West Palm Beach, FL",Metro,33100,"Miami-Miami Beach-Kendall, FL",33124.0,"Miami-Fort Lauderdale-Port St. Lucie, FL",370.0,86,12086,12,86,33,for-profit,17055,"4714 GETTYSBURG ROAD , MECHANICSBURG , PA , 17055"
1611,6390118,,100249,Seven Rivers Regional Medical Center,"Community Health Systems, Inc.",80.0,39,,,,10,10025.0,"Crystal River, FL","Ocala, FL",129.0,6201 North Suncoast Boulevard,Crystal River,,34428-6712,4000 MERIDIAN BOULEVARD,FRANKLIN,TN,37067-6325,615.0,4657000.0,Mr. Wayne T Smith,"Chairman, President and Chief Executive Officer",28.9512,-82.62584100000001,"Citrus, FL","Homosassa Springs, FL",Metro,26140,,,,,17,12017,12,17,33,for-profit,37067,"4000 MERIDIAN BOULEVARD , FRANKLIN , TN , 37067"
1612,6390119,,102003,Select Specialty Hospital-Orlando,Select Medical Corporation,181.0,39,,,,80,10086.0,"Orlando, FL","Orlando, FL",130.0,2250 Bedford Road,Orlando,,32803-1443,4714 GETTYSBURG ROAD,MECHANICSBURG,PA,17055-4325,717.0,9721100.0,Mr. David S Chernow,President and Chief Executive Officer,28.572111,-81.37033000000001,"Orange, FL","Orlando-Kissimmee-Sanford, FL",Metro,36740,,,"Orlando-Deltona-Daytona Beach, FL",422.0,95,12095,12,95,33,for-profit,17055,"4714 GETTYSBURG ROAD , MECHANICSBURG , PA , 17055"
1613,6390120,1346354677.0,100046,Florida Hospital Zephyrhills,Adventist Health System Sunbelt Health Care Corporation,4165.0,39,10116.0,123116.0,10117.0,10,10133.0,"Zephyrhills, FL","Tampa, FL",141.0,7050 Gall Boulevard,Zephyrhills,,33541-1399,900 HOPE WAY,ALTAMONTE SPRINGS,FL,32714-1502,407.0,3571000.0,Mr. Terry Shaw,President and Chief Executive Officer,28.261153000000004,-82.187883,"Pasco, FL","Tampa-St. Petersburg-Clearwater, FL",Metro,45300,,,,,101,12101,12,101,21,non-profit,32714,"900 HOPE WAY , ALTAMONTE SPRINGS , FL , 32714"
1614,6390121,1194725713.0,102017,Select Specialty Hospital-Panama City,Select Medical Corporation,181.0,39,10116.0,123116.0,10117.0,80,10091.0,"Panama City, FL","Panama City, FL",133.0,"615 North Bonita Avenue, 3rd Floor",Panama City,,32401-3623,4714 GETTYSBURG ROAD,MECHANICSBURG,PA,17055-4325,717.0,9721100.0,Mr. David S Chernow,President and Chief Executive Officer,30.159076000000002,-85.64723199999999,"Bay, FL","Panama City, FL",Metro,37460,,,,,5,12005,12,5,33,for-profit,17055,"4714 GETTYSBURG ROAD , MECHANICSBURG , PA , 17055"
1615,6390122,,102016,Sister Emmanuel Hospital,,,39,10116.0,123116.0,10117.0,80,10074.0,"Miami, FL","Miami, FL",127.0,3663 South Miami Avenue,Miami,,33133-4253,,,,,,,,,25.743091,-80.216387,"Miami-Dade, FL","Miami-Fort Lauderdale-West Palm Beach, FL",Metro,33100,"Miami-Miami Beach-Kendall, FL",33124.0,"Miami-Fort Lauderdale-Port St. Lucie, FL",370.0,86,12086,12,86,33,for-profit,nan,
1616,6390123,1124016688.0,103027,St. Anthony's Rehabilitation Hospital,Catholic Health Services,903.0,39,100115.0,93016.0,100116.0,46,10036.0,"Fort Lauderdale, FL","Fort Lauderdale, FL",118.0,3485 NW 30th Street,Lauderdale Lakes,,33311-1890,4790 NORTH STATE ROAD 7,LAUDERDALE LAKES,FL,33319-5860,954.0,4841515.0,Mr. Joseph M. Catania,President and Chief Executive Officer,26.163562,-80.193512,"Broward, FL","Miami-Fort Lauderdale-West Palm Beach, FL",Metro,33100,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",22744.0,"Miami-Fort Lauderdale-Port St. Lucie, FL",370.0,11,12011,12,11,21,non-profit,33319,"4790 NORTH STATE ROAD 7 , LAUDERDALE LAKES , FL , 33319"
1617,6390124,1386940823.0,100316,Health First Palm Bay Hospital,"Health First, Inc.",328.0,39,100115.0,93016.0,100116.0,10,10073.0,"Melbourne, FL","Orlando, FL",130.0,1425 Malabar Road NE,Palm Bay,,32907-2506,6450 US HIGHWAY 1,ROCKLEDGE,FL,32955-5747,321.0,4347000.0,Dr. Steven P Johnson,President and Chief Executive Officer,27.998471000000002,-80.612126,"Brevard, FL","Palm Bay-Melbourne-Titusville, FL",Metro,37340,,,,,9,12009,12,9,23,non-profit,32955,"6450 US HIGHWAY 1 , ROCKLEDGE , FL , 32955"
1618,6390126,,104078,Suncoast Behavioral Health Center,"Universal Health Services, Inc.",9555.0,39,10116.0,123116.0,10117.0,22,10012.0,"Bradenton, FL","Bradenton, FL",115.0,4480 51st Street West,Bradenton,,34210-2855,367 SOUTH GULPH ROAD,KING OF PRUSSIA,PA,19406-3121,610.0,7683300.0,Mr. Alan B Miller,Chairman and Chief Executive Officer,27.461135,-82.61251800000001,"Manatee, FL","North Port-Sarasota-Bradenton, FL",Metro,35840,,,"North Port-Sarasota, FL",412.0,81,12081,12,81,33,for-profit,19406,"367 SOUTH GULPH ROAD , KING OF PRUSSIA , PA , 19406"
1619,6390128,,104068,The Centers,,,39,,,,22,10083.0,"Ocala, FL","Ocala, FL",129.0,5664 SW 60th Avenue,Ocala,,34474-5677,,,,,,,,,29.130846999999996,-82.218418,"Marion, FL","Ocala, FL",Metro,36100,,,,,83,12083,12,83,23,non-profit,nan,
1620,6390129,,102019,Kindred Hospital Ocala,Kindred Healthcare,26.0,39,,,,80,10083.0,"Ocala, FL","Ocala, FL",129.0,1500 SW 1st Avenue,Ocala,,34471-6504,680 SOUTH FOURTH STREET,LOUISVILLE,KY,40202-2412,502.0,5967300.0,Mr. Kent Wallace,Chief Operating Officer,29.174353000000004,-82.13799,"Marion, FL","Ocala, FL",Metro,36100,,,,,83,12083,12,83,33,for-profit,40202,"680 SOUTH FOURTH STREET , LOUISVILLE , KY , 40202"
1621,6390131,,104071,The Vines,"Universal Health Services, Inc.",9555.0,39,10116.0,123116.0,70117.0,22,10083.0,"Ocala, FL","Ocala, FL",129.0,3130 SW 27th Avenue,Ocala,,34471-4306,367 SOUTH GULPH ROAD,KING OF PRUSSIA,PA,19406-3121,610.0,7683300.0,Mr. Alan B Miller,Chairman and Chief Executive Officer,29.155856,-82.169115,"Marion, FL","Ocala, FL",Metro,36100,,,,,83,12083,12,83,33,for-profit,19406,"367 SOUTH GULPH ROAD , KING OF PRUSSIA , PA , 19406"
1622,6390135,,100211,Bayfront Health Dade City,"Community Health Systems, Inc.",80.0,39,,,,10,10026.0,"Dade City, FL","Tampa, FL",141.0,13100 Fort King Road,Dade City,,33525-5294,4000 MERIDIAN BOULEVARD,FRANKLIN,TN,37067-6325,615.0,4657000.0,Mr. Wayne T Smith,"Chairman, President and Chief Executive Officer",28.348658,-82.201527,"Pasco, FL","Tampa-St. Petersburg-Clearwater, FL",Metro,45300,,,,,101,12101,12,101,33,for-profit,37067,"4000 MERIDIAN BOULEVARD , FRANKLIN , TN , 37067"
1623,6390145,1396926747.0,100307,St. Vincent's Medical Center Southside,Ascension Healthcare,198.0,39,70115.0,63016.0,70116.0,10,10050.0,"Jacksonville, FL","Jacksonville, FL",123.0,4201 Belfort Road,Jacksonville,,32216-1431,"101 SOUTH HANLEY ROAD, SUITE 450",SAINT LOUIS,MO,63105-3406,314.0,7338000.0,Dr. Patricia A Maryland,President and Chief Executive Officer,30.253119,-81.583951,"Duval, FL","Jacksonville, FL",Metro,27260,,,"Jacksonville-St. Marys-Palatka, FL-GA",300.0,31,12031,12,31,21,non-profit,63105,"101 SOUTH HANLEY ROAD, SUITE 450 , SAINT LOUIS , MO , 63105"
1624,6390146,,102020,Select Specialty Hospital-Tallahassee,Select Medical Corporation,181.0,39,,,,80,10119.0,"Tallahassee, FL","Tallahassee, FL",140.0,1554 Surgeons Drive,Tallahassee,,32308-4631,4714 GETTYSBURG ROAD,MECHANICSBURG,PA,17055-4325,717.0,9721100.0,Mr. David S Chernow,President and Chief Executive Officer,30.459737,-84.258815,"Leon, FL","Tallahassee, FL",Metro,45220,,,"Tallahassee-Bainbridge, FL-GA",533.0,73,12073,12,73,33,for-profit,17055,"4714 GETTYSBURG ROAD , MECHANICSBURG , PA , 17055"
1625,6390147,,102024,Select Specialty Hospital-Pensacola,Select Medical Corporation,181.0,39,,,,80,10093.0,"Pensacola, FL","Pensacola, FL",134.0,7000 Cobble Creek Drive,Pensacola,,32504-8638,4714 GETTYSBURG ROAD,MECHANICSBURG,PA,17055-4325,717.0,9721100.0,Mr. David S Chernow,President and Chief Executive Officer,30.480999999999998,-87.2219,"Escambia, FL","Pensacola-Ferry Pass-Brent, FL",Metro,37860,,,"Pensacola-Ferry Pass, FL-AL",426.0,33,12033,12,33,33,for-profit,17055,"4714 GETTYSBURG ROAD , MECHANICSBURG , PA , 17055"
1626,6390148,,102023,Select Specialty Hospital-Palm Beach,Select Medical Corporation,181.0,39,,,,80,10003.0,"Atlantis, FL","Fort Lauderdale, FL",118.0,3060 Melaleuca Lane,Lake Worth,,33461-5174,4714 GETTYSBURG ROAD,MECHANICSBURG,PA,17055-4325,717.0,9721100.0,Mr. David S Chernow,President and Chief Executive Officer,26.606187,-80.09088100000001,"Palm Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",Metro,33100,"West Palm Beach-Boca Raton-Delray Beach, FL",48424.0,"Miami-Fort Lauderdale-Port St. Lucie, FL",370.0,99,12099,12,99,33,for-profit,17055,"4714 GETTYSBURG ROAD , MECHANICSBURG , PA , 17055"
1627,6390149,,102022,Select Specialty Hospital-Gainesville,Select Medical Corporation,181.0,39,,,,80,10040.0,"Gainesville, FL","Gainesville, FL",120.0,2708 SW Archer Road,Gainesville,,32608-1316,4714 GETTYSBURG ROAD,MECHANICSBURG,PA,17055-4325,717.0,9721100.0,Mr. David S Chernow,President and Chief Executive Officer,29.63148,-82.363945,"Alachua, FL","Gainesville, FL",Metro,23540,,,"Gainesville-Lake City, FL",264.0,1,12001,12,1,33,for-profit,17055,"4714 GETTYSBURG ROAD , MECHANICSBURG , PA , 17055"
1628,6390150,1174551147.0,100276,Broward Health Coral Springs,Broward Health,3115.0,39,70115.0,63016.0,70116.0,10,10023.0,"Coral Springs, FL","Fort Lauderdale, FL",118.0,3000 Coral Hills Drive,Coral Springs,,33065-4108,303 SE 17TH STREET,FORT LAUDERDALE,FL,33316-2523,954.0,3554400.0,Ms. Beverly Capasso,Interim President and Chief Executive Officer,26.268141999999997,-80.254304,"Broward, FL","Miami-Fort Lauderdale-West Palm Beach, FL",Metro,33100,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",22744.0,"Miami-Fort Lauderdale-Port St. Lucie, FL",370.0,11,12011,12,11,16,Government-NonFederal,33316,"303 SE 17TH STREET , FORT LAUDERDALE , FL , 33316"
1629,6390155,1710984299.0,100081,Healthmark Regional Medical Center,,,39,100115.0,93016.0,100116.0,10,10028.0,"De Funiak Springs, FL","Pensacola, FL",134.0,4413 US Highway 331 South,DeFuniak Springs,,32435-6307,,,,,,,,,30.656969,-86.11778100000001,"Walton, FL","Crestview-Fort Walton Beach-Destin, FL",Metro,18880,,,,,131,12131,12,131,31,for-profit,nan,
